,收益
"[440, 4],30T,",1.0
"[170, 4],30T,",1.0
"[160, 4],30T,",1.0
"[290, 4],30T,",1.0
"[430, 4],30T,",1.0
"[130, 4],30T,",1.0
"[200, 4],30T,",1.0
"[120, 4],30T,",1.0
"[240, 4],30T,",1.0
"[300, 4],30T,",1.0
"[330, 4],30T,",1.0
"[100, 4],30T,",1.0
"[140, 4],30T,",1.0
"[210, 4],30T,",1.0
"[490, 4],30T,",1.0
"[180, 4],25T,",1.0
"[250, 4],25T,",1.0
"[400, 4],30T,",1.0
"[410, 4],25T,",1.0
"[220, 4],25T,",1.0
"[470, 4],30T,",1.0
"[400, 4],25T,",1.0
"[490, 4],25T,",1.0
"[390, 4],25T,",1.0
"[410, 4],30T,",1.0
"[230, 4],25T,",1.0
"[380, 4],25T,",1.0
"[370, 4],25T,",1.0
"[240, 4],25T,",1.0
"[360, 4],25T,",1.0
"[420, 4],25T,",1.0
"[340, 4],30T,",1.0
"[260, 4],25T,",1.0
"[350, 4],25T,",1.0
"[350, 4],30T,",1.0
"[270, 4],25T,",1.0
"[340, 4],25T,",1.0
"[330, 4],25T,",1.0
"[320, 4],25T,",1.0
"[310, 4],25T,",1.0
"[300, 4],25T,",1.0
"[280, 4],25T,",1.0
"[290, 4],25T,",1.0
"[370, 4],30T,",1.0
"[360, 4],30T,",1.0
"[430, 4],25T,",1.0
"[170, 4],25T,",1.0
"[470, 4],25T,",1.0
"[130, 4],25T,",1.0
"[120, 4],25T,",1.0
"[140, 4],25T,",1.0
"[150, 4],25T,",1.0
"[160, 4],25T,",1.0
"[210, 4],25T,",1.0
"[380, 4],30T,",1.0
"[190, 4],25T,",1.0
"[460, 4],25T,",1.0
"[460, 4],30T,",1.0
"[200, 4],25T,",1.0
"[450, 4],25T,",1.0
"[440, 4],25T,",1.0
"[480, 4],30T,",1.0
"[390, 4],30T,",1.0
"[100, 1.5],5T,",0.9999836401117287
"[190, 3],10T,",0.9972844979493111
"[220, 3],5T,",0.9950641085580475
"[120, 3],10T,",0.9946334683670619
"[90, 2],10T,",0.99459996912548
"[20, 4],15T,",0.9935173261918788
"[130, 3],15T,",0.9924463539259248
"[110, 3],20T,",0.9905499020353399
"[150, 3],15T,",0.9872413351489551
"[100, 2.5],10T,",0.9871404138970356
"[90, 3],25T,",0.9861571968775283
"[80, 4],25T,",0.9831246883216022
"[90, 2],5T,",0.9824892519520896
"[180, 2],5T,",0.9689129120929395
"[90, 4],25T,",0.9665181579170554
"[200, 3],5T,",0.9661477837046065
"[70, 4],30T,",0.9657343338954474
"[30, 2],20T,",0.9642946859226581
"[120, 4],10T,",0.9519682811260048
"[40, 2],25T,",0.951421238890868
"[230, 4],5T,",0.9449665669705822
"[240, 4],5T,",0.9449665669705822
"[220, 4],5T,",0.9449665669705822
"[240, 2],25T,",0.9405020637517852
"[230, 2],25T,",0.9405020637517852
"[50, 3.5],25T,",0.9319994867209093
"[110, 1.5],5T,",0.930478006856599
"[80, 3],25T,",0.9286777564293364
"[250, 2],25T,",0.9281413364469501
"[210, 2],10T,",0.9275218564578338
"[80, 4],30T,",0.9253935919055658
"[280, 2],25T,",0.9248093143039073
"[330, 2],20T,",0.9233838541847186
"[110, 4],10T,",0.9226498538999534
"[340, 3],5T,",0.9132661801098396
"[300, 2],20T,",0.9124373250301593
"[380, 2],15T,",0.9121348962264465
"[420, 2],15T,",0.9088569746428886
"[230, 3],5T,",0.9082962728660334
"[210, 3],5T,",0.9070197590827462
"[20, 4],10T,",0.9065952506600875
"[20, 3],10T,",0.9049611077332619
"[270, 2],20T,",0.9047274699664877
"[290, 2],20T,",0.9047274699664877
"[260, 2],20T,",0.9047274699664877
"[280, 2],20T,",0.9047274699664877
"[120, 2],5T,",0.8971548076418009
"[200, 2.5],5T,",0.8966549433451999
"[360, 3],5T,",0.8950150284229589
"[350, 3],5T,",0.8950150284229589
"[260, 3],5T,",0.8944265696595921
"[390, 3],5T,",0.8918584654787364
"[350, 2],15T,",0.891133785491164
"[360, 2],15T,",0.891133785491164
"[340, 2],15T,",0.891133785491164
"[370, 2],15T,",0.891133785491164
"[330, 2],15T,",0.891133785491164
"[280, 4],5T,",0.8901951572975465
"[290, 4],5T,",0.8901951572975465
"[150, 4],10T,",0.889619776303929
"[320, 3],5T,",0.8885879787134684
"[330, 3],5T,",0.8801736865077773
"[470, 2],10T,",0.8793562388209497
"[490, 2],10T,",0.8793562388209497
"[480, 2],10T,",0.8793562388209497
"[90, 3.5],15T,",0.8792391012694504
"[80, 4],20T,",0.875637601056569
"[370, 3],5T,",0.8745294327889325
"[260, 2],25T,",0.8722851803071283
"[270, 2],25T,",0.8722851803071283
"[20, 3.5],10T,",0.871422382470127
"[320, 2],20T,",0.8709406785618975
"[310, 2],20T,",0.8709406785618975
"[100, 4],15T,",0.8705326904138351
"[380, 3],5T,",0.8695218193651438
"[130, 1.5],5T,",0.8691434241422128
"[80, 3.5],15T,",0.8691063483833328
"[240, 3],5T,",0.8676559648778268
"[450, 4],10T,",0.8663659243185197
"[350, 4],10T,",0.8663659243185197
"[490, 3],10T,",0.8663659243185197
"[350, 3.5],10T,",0.8663659243185197
"[460, 3],10T,",0.8663659243185197
"[490, 3.5],10T,",0.8663659243185197
"[340, 4],10T,",0.8663659243185197
"[340, 3.5],10T,",0.8663659243185197
"[330, 4],10T,",0.8663659243185197
"[250, 4],10T,",0.8663659243185197
"[490, 4],10T,",0.8663659243185197
"[330, 3.5],10T,",0.8663659243185197
"[320, 4],10T,",0.8663659243185197
"[460, 3.5],10T,",0.8663659243185197
"[460, 4],10T,",0.8663659243185197
"[310, 4],10T,",0.8663659243185197
"[360, 3.5],10T,",0.8663659243185197
"[430, 3.5],10T,",0.8663659243185197
"[360, 4],10T,",0.8663659243185197
"[480, 3],10T,",0.8663659243185197
"[470, 3.5],10T,",0.8663659243185197
"[420, 4],10T,",0.8663659243185197
"[470, 4],10T,",0.8663659243185197
"[430, 4],10T,",0.8663659243185197
"[420, 3.5],10T,",0.8663659243185197
"[470, 3],10T,",0.8663659243185197
"[410, 4],10T,",0.8663659243185197
"[410, 3.5],10T,",0.8663659243185197
"[400, 4],10T,",0.8663659243185197
"[440, 3.5],10T,",0.8663659243185197
"[370, 3.5],10T,",0.8663659243185197
"[390, 4],10T,",0.8663659243185197
"[440, 4],10T,",0.8663659243185197
"[480, 3.5],10T,",0.8663659243185197
"[390, 3.5],10T,",0.8663659243185197
"[480, 4],10T,",0.8663659243185197
"[380, 4],10T,",0.8663659243185197
"[450, 3.5],10T,",0.8663659243185197
"[380, 3.5],10T,",0.8663659243185197
"[370, 4],10T,",0.8663659243185197
"[400, 3.5],10T,",0.8663659243185197
"[270, 4],10T,",0.8663659243185197
"[260, 4],10T,",0.8663659243185197
"[250, 3],5T,",0.8661625649197631
"[140, 4],20T,",0.8656731413261892
"[380, 4],20T,",0.8656731413261892
"[410, 4],20T,",0.8656731413261892
"[410, 3.5],20T,",0.8656731413261892
"[410, 3],20T,",0.8656731413261892
"[400, 4],20T,",0.8656731413261892
"[400, 3.5],20T,",0.8656731413261892
"[390, 4],20T,",0.8656731413261892
"[390, 3.5],20T,",0.8656731413261892
"[390, 3],20T,",0.8656731413261892
"[380, 3.5],20T,",0.8656731413261892
"[420, 3.5],20T,",0.8656731413261892
"[380, 3],20T,",0.8656731413261892
"[370, 4],20T,",0.8656731413261892
"[370, 3.5],20T,",0.8656731413261892
"[370, 3],20T,",0.8656731413261892
"[360, 4],20T,",0.8656731413261892
"[360, 3.5],20T,",0.8656731413261892
"[360, 3],20T,",0.8656731413261892
"[350, 4],20T,",0.8656731413261892
"[350, 3.5],20T,",0.8656731413261892
"[420, 3],20T,",0.8656731413261892
"[420, 4],20T,",0.8656731413261892
"[340, 4],20T,",0.8656731413261892
"[460, 4],20T,",0.8656731413261892
"[490, 4],20T,",0.8656731413261892
"[490, 3.5],20T,",0.8656731413261892
"[490, 3],20T,",0.8656731413261892
"[480, 4],20T,",0.8656731413261892
"[480, 3.5],20T,",0.8656731413261892
"[480, 3],20T,",0.8656731413261892
"[470, 4],20T,",0.8656731413261892
"[470, 3.5],20T,",0.8656731413261892
"[470, 3],20T,",0.8656731413261892
"[460, 3.5],20T,",0.8656731413261892
"[430, 3],20T,",0.8656731413261892
"[460, 3],20T,",0.8656731413261892
"[450, 4],20T,",0.8656731413261892
"[150, 4],20T,",0.8656731413261892
"[450, 3],20T,",0.8656731413261892
"[440, 4],20T,",0.8656731413261892
"[440, 3.5],20T,",0.8656731413261892
"[440, 3],20T,",0.8656731413261892
"[430, 4],20T,",0.8656731413261892
"[430, 3.5],20T,",0.8656731413261892
"[350, 3],20T,",0.8656731413261892
"[450, 3.5],20T,",0.8656731413261892
"[340, 3.5],20T,",0.8656731413261892
"[260, 3.5],20T,",0.8656731413261892
"[250, 4],20T,",0.8656731413261892
"[250, 3.5],20T,",0.8656731413261892
"[250, 3],20T,",0.8656731413261892
"[240, 4],20T,",0.8656731413261892
"[240, 3.5],20T,",0.8656731413261892
"[240, 3],20T,",0.8656731413261892
"[230, 4],20T,",0.8656731413261892
"[230, 3.5],20T,",0.8656731413261892
"[220, 4],20T,",0.8656731413261892
"[220, 3.5],20T,",0.8656731413261892
"[210, 4],20T,",0.8656731413261892
"[210, 3.5],20T,",0.8656731413261892
"[200, 4],20T,",0.8656731413261892
"[200, 3.5],20T,",0.8656731413261892
"[190, 4],20T,",0.8656731413261892
"[190, 3.5],20T,",0.8656731413261892
"[180, 4],20T,",0.8656731413261892
"[180, 3.5],20T,",0.8656731413261892
"[170, 4],20T,",0.8656731413261892
"[340, 3],20T,",0.8656731413261892
"[160, 4],20T,",0.8656731413261892
"[260, 3],20T,",0.8656731413261892
"[400, 3],20T,",0.8656731413261892
"[260, 4],20T,",0.8656731413261892
"[300, 4],20T,",0.8656731413261892
"[330, 4],20T,",0.8656731413261892
"[330, 3.5],20T,",0.8656731413261892
"[270, 3],20T,",0.8656731413261892
"[330, 3],20T,",0.8656731413261892
"[320, 3.5],20T,",0.8656731413261892
"[320, 3],20T,",0.8656731413261892
"[310, 4],20T,",0.8656731413261892
"[310, 3.5],20T,",0.8656731413261892
"[310, 3],20T,",0.8656731413261892
"[320, 4],20T,",0.8656731413261892
"[300, 3.5],20T,",0.8656731413261892
"[290, 4],20T,",0.8656731413261892
"[290, 3.5],20T,",0.8656731413261892
"[290, 3],20T,",0.8656731413261892
"[280, 4],20T,",0.8656731413261892
"[280, 3.5],20T,",0.8656731413261892
"[270, 3.5],20T,",0.8656731413261892
"[270, 4],20T,",0.8656731413261892
"[300, 3],20T,",0.8656731413261892
"[280, 3],20T,",0.8656731413261892
"[380, 3.5],25T,",0.865673141326189
"[400, 3.5],25T,",0.865673141326189
"[400, 3],25T,",0.865673141326189
"[390, 3.5],25T,",0.865673141326189
"[390, 3],25T,",0.865673141326189
"[370, 3],25T,",0.865673141326189
"[380, 3],25T,",0.865673141326189
"[370, 3.5],25T,",0.865673141326189
"[360, 3.5],25T,",0.865673141326189
"[360, 3],25T,",0.865673141326189
"[350, 3.5],25T,",0.865673141326189
"[350, 3],25T,",0.865673141326189
"[410, 3],25T,",0.865673141326189
"[490, 3.5],25T,",0.865673141326189
"[450, 3],25T,",0.865673141326189
"[410, 3.5],25T,",0.865673141326189
"[490, 3],25T,",0.865673141326189
"[420, 3],25T,",0.865673141326189
"[420, 3.5],25T,",0.865673141326189
"[430, 3],25T,",0.865673141326189
"[430, 3.5],25T,",0.865673141326189
"[440, 3],25T,",0.865673141326189
"[440, 3.5],25T,",0.865673141326189
"[340, 3],25T,",0.865673141326189
"[450, 3.5],25T,",0.865673141326189
"[460, 3],25T,",0.865673141326189
"[460, 3.5],25T,",0.865673141326189
"[470, 3],25T,",0.865673141326189
"[470, 3.5],25T,",0.865673141326189
"[480, 3],25T,",0.865673141326189
"[340, 3.5],25T,",0.865673141326189
"[280, 3.5],25T,",0.865673141326189
"[330, 3.5],25T,",0.865673141326189
"[330, 3],25T,",0.865673141326189
"[150, 3.5],25T,",0.865673141326189
"[160, 3.5],25T,",0.865673141326189
"[170, 3.5],25T,",0.865673141326189
"[180, 3.5],25T,",0.865673141326189
"[190, 3.5],25T,",0.865673141326189
"[200, 3],25T,",0.865673141326189
"[200, 3.5],25T,",0.865673141326189
"[210, 3],25T,",0.865673141326189
"[210, 3.5],25T,",0.865673141326189
"[220, 3],25T,",0.865673141326189
"[230, 3],25T,",0.865673141326189
"[230, 3.5],25T,",0.865673141326189
"[240, 3],25T,",0.865673141326189
"[240, 3.5],25T,",0.865673141326189
"[250, 3],25T,",0.865673141326189
"[250, 3.5],25T,",0.865673141326189
"[260, 3],25T,",0.865673141326189
"[260, 3.5],25T,",0.865673141326189
"[270, 3],25T,",0.865673141326189
"[270, 3.5],25T,",0.865673141326189
"[280, 3],25T,",0.865673141326189
"[290, 3],25T,",0.865673141326189
"[290, 3.5],25T,",0.865673141326189
"[300, 3],25T,",0.865673141326189
"[300, 3.5],25T,",0.865673141326189
"[310, 3],25T,",0.865673141326189
"[310, 3.5],25T,",0.865673141326189
"[320, 3],25T,",0.865673141326189
"[320, 3.5],25T,",0.865673141326189
"[220, 3.5],25T,",0.865673141326189
"[480, 3.5],25T,",0.865673141326189
"[70, 3],25T,",0.864981056191477
"[190, 2.5],5T,",0.8631477159923137
"[340, 4],15T,",0.8606263228399189
"[360, 4],15T,",0.8606263228399189
"[380, 3.5],15T,",0.8606263228399189
"[380, 3],15T,",0.8606263228399189
"[470, 3.5],15T,",0.8606263228399189
"[470, 4],15T,",0.8606263228399189
"[370, 4],15T,",0.8606263228399189
"[370, 3.5],15T,",0.8606263228399189
"[480, 3.5],15T,",0.8606263228399189
"[480, 4],15T,",0.8606263228399189
"[370, 3],15T,",0.8606263228399189
"[490, 3.5],15T,",0.8606263228399189
"[460, 4],15T,",0.8606263228399189
"[490, 4],15T,",0.8606263228399189
"[360, 3.5],15T,",0.8606263228399189
"[360, 3],15T,",0.8606263228399189
"[350, 4],15T,",0.8606263228399189
"[350, 3.5],15T,",0.8606263228399189
"[350, 3],15T,",0.8606263228399189
"[430, 3],15T,",0.8606263228399189
"[340, 3.5],15T,",0.8606263228399189
"[380, 4],15T,",0.8606263228399189
"[460, 3.5],15T,",0.8606263228399189
"[330, 4],15T,",0.8606263228399189
"[410, 3],15T,",0.8606263228399189
"[430, 4],15T,",0.8606263228399189
"[420, 4],15T,",0.8606263228399189
"[420, 3.5],15T,",0.8606263228399189
"[420, 3],15T,",0.8606263228399189
"[410, 4],15T,",0.8606263228399189
"[410, 3.5],15T,",0.8606263228399189
"[440, 3],15T,",0.8606263228399189
"[440, 3.5],15T,",0.8606263228399189
"[440, 4],15T,",0.8606263228399189
"[390, 3],15T,",0.8606263228399189
"[400, 4],15T,",0.8606263228399189
"[400, 3.5],15T,",0.8606263228399189
"[450, 3],15T,",0.8606263228399189
"[450, 3.5],15T,",0.8606263228399189
"[400, 3],15T,",0.8606263228399189
"[450, 4],15T,",0.8606263228399189
"[390, 4],15T,",0.8606263228399189
"[390, 3.5],15T,",0.8606263228399189
"[340, 3],15T,",0.8606263228399189
"[430, 3.5],15T,",0.8606263228399189
"[230, 4],15T,",0.8606263228399189
"[290, 4],15T,",0.8606263228399189
"[250, 3.5],15T,",0.8606263228399189
"[250, 4],15T,",0.8606263228399189
"[260, 3.5],15T,",0.8606263228399189
"[330, 3.5],15T,",0.8606263228399189
"[260, 4],15T,",0.8606263228399189
"[270, 3.5],15T,",0.8606263228399189
"[270, 4],15T,",0.8606263228399189
"[210, 4],15T,",0.8606263228399189
"[280, 3.5],15T,",0.8606263228399189
"[280, 4],15T,",0.8606263228399189
"[290, 3.5],15T,",0.8606263228399189
"[240, 4],15T,",0.8606263228399189
"[200, 4],15T,",0.8606263228399189
"[230, 3.5],15T,",0.8606263228399189
"[300, 3.5],15T,",0.8606263228399189
"[330, 3],15T,",0.8606263228399189
"[170, 4],15T,",0.8606263228399189
"[320, 4],15T,",0.8606263228399189
"[320, 3.5],15T,",0.8606263228399189
"[320, 3],15T,",0.8606263228399189
"[180, 4],15T,",0.8606263228399189
"[220, 4],15T,",0.8606263228399189
"[190, 4],15T,",0.8606263228399189
"[310, 4],15T,",0.8606263228399189
"[310, 3.5],15T,",0.8606263228399189
"[240, 3.5],15T,",0.8606263228399189
"[300, 4],15T,",0.8606263228399189
"[410, 2],15T,",0.8571856516160499
"[400, 2],15T,",0.8571856516160499
"[390, 2],15T,",0.8571856516160499
"[310, 2.5],5T,",0.8564412655655784
"[60, 2],20T,",0.855509664367135
"[180, 4],10T,",0.8517457293181016
"[170, 4],10T,",0.8517457293181016
"[90, 4],20T,",0.851064637254691
"[100, 4],20T,",0.851064637254691
"[80, 3],30T,",0.8500812334362109
"[210, 2.5],5T,",0.8487041970592375
"[60, 3.5],20T,",0.847491025674465
"[320, 4],5T,",0.8472347167241651
"[330, 4],5T,",0.8472347167241651
"[340, 4],5T,",0.8472347167241651
"[350, 4],5T,",0.8472347167241651
"[360, 4],5T,",0.8472347167241651
"[250, 4],5T,",0.8469748497589025
"[120, 4],15T,",0.8461029854033613
"[130, 4],15T,",0.8461029854033613
"[210, 2],30T,",0.8456845266524695
"[400, 3],10T,",0.8448252396670508
"[390, 3],10T,",0.8448252396670508
"[240, 2],30T,",0.8426485239897484
"[370, 4],5T,",0.8419272694453035
"[60, 2],15T,",0.8412371292259074
"[40, 3],30T,",0.8411074965922919
"[220, 3],20T,",0.8396557438192063
"[190, 4],10T,",0.8375343890839686
"[200, 4],10T,",0.8373583972544427
"[180, 3],25T,",0.8372617059435968
"[380, 4],5T,",0.837106338167004
"[140, 3.5],10T,",0.8369600614192192
"[220, 2],30T,",0.8326590958736979
"[20, 2],20T,",0.8319433228506966
"[140, 4],15T,",0.831810968206167
"[90, 3],15T,",0.82859266910589
"[120, 3.5],10T,",0.8285720573269306
"[390, 4],5T,",0.8273760181557581
"[220, 2],25T,",0.8231605672089571
"[400, 4],5T,",0.8226401254514841
"[240, 3.5],5T,",0.8196701323899475
"[230, 3.5],5T,",0.8196701323899475
"[410, 4],5T,",0.8193263897828177
