,收益
"[210, 4],10T,",0.818347878623652
"[60, 3.5],25T,",0.8178536200405809
"[70, 2],15T,",0.8177698025189264
"[60, 2.5],5T,",0.8168666079374264
"[110, 4],20T,",0.8159383802329057
"[20, 2.5],20T,",0.8145565934454625
"[150, 4],15T,",0.809651785579326
"[150, 2],15T,",0.8073381043828957
"[170, 3],10T,",0.8054579853966628
"[160, 2],5T,",0.8037808727119096
"[70, 4],25T,",0.8028404656388944
"[130, 3],10T,",0.7979071893297817
"[230, 2],30T,",0.7947906755644876
"[40, 2.5],20T,",0.7926916264321702
"[160, 3],10T,",0.7925039790924003
"[30, 2],15T,",0.7916973117230018
"[260, 2],10T,",0.7908395079659342
"[50, 2],20T,",0.7903300701424798
"[260, 3.5],30T,",0.7887660553517845
"[200, 3],30T,",0.7887660553517845
"[130, 3.5],30T,",0.7887660553517845
"[480, 3.5],30T,",0.7887660553517845
"[390, 3],30T,",0.7887660553517845
"[420, 3],30T,",0.7887660553517845
"[480, 3],30T,",0.7887660553517845
"[420, 3.5],30T,",0.7887660553517845
"[470, 3.5],30T,",0.7887660553517845
"[470, 3],30T,",0.7887660553517845
"[200, 3.5],30T,",0.7887660553517845
"[260, 3],30T,",0.7887660553517845
"[330, 3.5],30T,",0.7887660553517845
"[330, 3],30T,",0.7887660553517845
"[190, 3],30T,",0.7887660553517845
"[140, 3.5],30T,",0.7887660553517845
"[310, 3.5],30T,",0.7887660553517845
"[170, 3.5],30T,",0.7887660553517845
"[300, 3.5],30T,",0.7887660553517845
"[490, 3.5],30T,",0.7887660553517845
"[160, 3.5],30T,",0.7887660553517845
"[290, 3.5],30T,",0.7887660553517845
"[180, 3],30T,",0.7887660553517845
"[430, 3.5],30T,",0.7887660553517845
"[290, 3],30T,",0.7887660553517845
"[490, 3],30T,",0.7887660553517845
"[430, 3],30T,",0.7887660553517845
"[180, 3.5],30T,",0.7887660553517845
"[310, 3],30T,",0.7887660553517845
"[280, 3.5],30T,",0.7887660553517845
"[450, 3],30T,",0.7887660553517845
"[150, 3.5],30T,",0.7887660553517845
"[280, 3],30T,",0.7887660553517845
"[460, 3.5],30T,",0.7887660553517845
"[320, 3],30T,",0.7887660553517845
"[320, 3.5],30T,",0.7887660553517845
"[450, 3.5],30T,",0.7887660553517845
"[390, 3.5],30T,",0.7887660553517845
"[460, 3],30T,",0.7887660553517845
"[250, 3.5],30T,",0.7887660553517845
"[270, 3.5],30T,",0.7887660553517845
"[270, 3],30T,",0.7887660553517845
"[190, 3.5],30T,",0.7887660553517845
"[340, 3],30T,",0.7887660553517845
"[300, 3],30T,",0.7887660553517845
"[230, 3.5],30T,",0.7887660553517845
"[360, 3],30T,",0.7887660553517845
"[370, 3.5],30T,",0.7887660553517845
"[350, 3.5],30T,",0.7887660553517845
"[370, 3],30T,",0.7887660553517845
"[210, 3.5],30T,",0.7887660553517845
"[230, 3],30T,",0.7887660553517845
"[240, 3],30T,",0.7887660553517845
"[210, 3],30T,",0.7887660553517845
"[240, 3.5],30T,",0.7887660553517845
"[400, 3.5],30T,",0.7887660553517845
"[410, 3],30T,",0.7887660553517845
"[380, 3],30T,",0.7887660553517845
"[220, 3],30T,",0.7887660553517845
"[380, 3.5],30T,",0.7887660553517845
"[350, 3],30T,",0.7887660553517845
"[400, 3],30T,",0.7887660553517845
"[360, 3.5],30T,",0.7887660553517845
"[440, 3.5],30T,",0.7887660553517845
"[220, 3.5],30T,",0.7887660553517845
"[340, 3.5],30T,",0.7887660553517845
"[250, 3],30T,",0.7887660553517845
"[410, 3.5],30T,",0.7887660553517845
"[440, 3],30T,",0.7887660553517845
"[60, 4],30T,",0.7886391334874704
"[120, 2.5],10T,",0.780198808896787
"[50, 3],30T,",0.7798141193824043
"[140, 2],10T,",0.7790441314298702
"[260, 3.5],5T,",0.7788032072893214
"[200, 2],5T,",0.7777629399279854
"[340, 2],5T,",0.7766057704580838
"[180, 3],10T,",0.7759786740883927
"[60, 3],30T,",0.774351185120161
"[200, 2],15T,",0.7742006676521146
"[60, 3.5],30T,",0.7730046146220373
"[220, 2.5],5T,",0.7714734188724489
"[50, 3],25T,",0.7705333485520163
"[420, 2],5T,",0.7699160505754898
"[430, 2],5T,",0.7699160505754898
"[440, 2],5T,",0.7699160505754898
"[60, 3],20T,",0.7691933491874593
"[280, 2.5],5T,",0.7679465781807895
"[290, 2],5T,",0.7679465781807895
"[310, 2],5T,",0.7679465781807895
"[300, 2],5T,",0.7679465781807895
"[280, 2],10T,",0.7673472253714185
"[80, 3],15T,",0.766920269493703
"[290, 2.5],5T,",0.7658044953352805
"[230, 2.5],5T,",0.7656068128968385
"[410, 3],10T,",0.7645185291532536
"[440, 3],10T,",0.7645185291532536
"[430, 3],10T,",0.7645185291532536
"[420, 3],10T,",0.7645185291532536
"[190, 3],25T,",0.7639071876641076
"[230, 3],20T,",0.7639071876641074
"[450, 2],5T,",0.7633500654645629
"[140, 2.5],10T,",0.762861019787772
"[360, 2],5T,",0.7625793139828878
"[350, 2],5T,",0.7625793139828878
"[290, 3],15T,",0.759453658112998
"[70, 2.5],15T,",0.7529832004348962
"[320, 2],25T,",0.750433488818011
"[310, 2],25T,",0.750433488818011
"[330, 2],25T,",0.750433488818011
"[300, 2],25T,",0.750433488818011
"[290, 2],25T,",0.750433488818011
"[340, 2],20T,",0.7492768038734839
"[390, 2],20T,",0.7492768038734839
"[400, 2],20T,",0.7492768038734839
"[350, 2],20T,",0.7492768038734839
"[360, 2],20T,",0.7492768038734839
"[380, 2],20T,",0.7492768038734839
"[370, 2],20T,",0.7492768038734839
"[80, 2],30T,",0.7488028141020279
"[370, 2],5T,",0.7471032444512575
"[320, 2],5T,",0.7465460353683651
"[340, 2],25T,",0.7439127573122716
"[380, 2],5T,",0.7434978517444019
"[410, 2],20T,",0.7431596258165244
"[160, 1.5],5T,",0.7429887418531783
"[450, 3],10T,",0.7427613189460968
"[40, 1.5],15T,",0.741492042283933
"[380, 3],10T,",0.7414108939304235
"[370, 3],10T,",0.7414108939304235
"[360, 3],10T,",0.7414108939304235
"[170, 3],25T,",0.7409862470817543
"[200, 3],20T,",0.7409862470817539
"[190, 2],30T,",0.738142072815443
"[200, 2],30T,",0.738142072815443
"[430, 2],15T,",0.7373124117700208
"[440, 2],15T,",0.7373124117700208
"[480, 2],15T,",0.7373124117700208
"[490, 2],15T,",0.7373124117700208
"[450, 2],15T,",0.7373124117700208
"[460, 2],15T,",0.7373124117700208
"[470, 2],15T,",0.7373124117700208
"[420, 3.5],5T,",0.7350864682022688
"[20, 2],25T,",0.7336148879535807
"[180, 2],15T,",0.7335392076818431
"[210, 3],20T,",0.7331924661359301
"[260, 3],15T,",0.7325188898334082
"[250, 3],15T,",0.7325188898334082
"[220, 3.5],10T,",0.7324784742146043
"[240, 2],5T,",0.7294480318623674
"[140, 3],30T,",0.7282367725233759
"[20, 1],30T,",0.7264152051352328
"[160, 2],10T,",0.724508527262083
"[150, 2],10T,",0.724508527262083
"[290, 2],10T,",0.7227387802756599
"[300, 3],15T,",0.7225123426383635
"[310, 3],15T,",0.7225123426383635
"[320, 3.5],10T,",0.7157875435439832
"[130, 3.5],10T,",0.7155911792848219
"[490, 2],5T,",0.7116493429099855
"[240, 2.5],5T,",0.7110429011248726
"[230, 2],10T,",0.71045091933785
"[250, 3.5],5T,",0.7103633359083937
"[260, 2],5T,",0.7102404850020678
"[200, 2],10T,",0.7096648376400919
"[300, 2.5],5T,",0.7095529416859309
"[360, 3.5],5T,",0.7076783354354089
"[350, 3.5],5T,",0.7076783354354089
"[340, 3.5],5T,",0.7076783354354089
"[310, 4],5T,",0.7076783354354089
"[300, 4],5T,",0.7076783354354089
"[460, 3],15T,",0.7066253768030555
"[480, 3],15T,",0.7066253768030555
"[490, 3],15T,",0.7066253768030555
"[470, 3],15T,",0.7066253768030555
"[160, 4],10T,",0.7060951420661963
"[180, 3.5],10T,",0.7060951420661963
"[370, 3.5],5T,",0.7032451301127587
"[20, 1.5],20T,",0.7012795633264273
"[230, 2],5T,",0.7009434837744173
"[50, 2],25T,",0.6980902205734641
"[80, 3.5],25T,",0.6949974278734014
"[100, 3.5],20T,",0.6949974278734007
"[190, 3.5],10T,",0.6943139755088898
"[180, 2],10T,",0.6936994854767154
"[30, 1.5],20T,",0.6918527208198335
"[110, 4],15T,",0.6909456377698886
"[130, 3.5],15T,",0.6909456377698886
"[480, 1.5],25T,",0.6866705533013945
"[490, 1.5],25T,",0.6866705533013945
"[110, 2.5],10T,",0.6851481463493146
"[190, 2],10T,",0.6839191724173163
"[270, 2],30T,",0.6837643846406736
"[250, 2],30T,",0.6837643846406736
"[280, 2],30T,",0.6837643846406736
"[260, 2],30T,",0.6837643846406736
"[290, 2],30T,",0.6837643846406736
"[250, 2],5T,",0.6835858572549062
"[90, 3.5],25T,",0.6832578224559389
"[290, 3],5T,",0.6800824838714168
"[180, 2],25T,",0.6798398814731234
"[80, 2.5],15T,",0.6776646640803236
"[340, 3],10T,",0.6775893006272886
"[310, 2],15T,",0.6772409692702593
"[260, 2.5],5T,",0.6770112851866658
"[230, 1.5],25T,",0.6762449852736532
"[280, 1.5],20T,",0.6752026512028356
"[300, 3],5T,",0.6741909707608702
"[250, 2.5],5T,",0.6715360241726527
"[50, 3.5],30T,",0.6706297863474535
"[390, 2],10T,",0.66929426482592
"[110, 3],15T,",0.6690398372327306
"[450, 2],10T,",0.6682903074813958
"[280, 1.5],25T,",0.6675470828047954
"[220, 2.5],20T,",0.667433455311073
"[350, 3],10T,",0.6671018267937601
"[70, 3.5],20T,",0.666802143623052
"[110, 3.5],20T,",0.6663125816087154
"[170, 3],30T,",0.6661073731654785
"[450, 1.5],25T,",0.6655215438736927
"[170, 1.5],5T,",0.6651526775165141
"[150, 3],30T,",0.6647828200155509
"[250, 2],20T,",0.6629036795352045
"[460, 1.5],25T,",0.6615300406859291
"[90, 1.5],5T,",0.6604364506590086
"[470, 1.5],25T,",0.660199539623341
"[400, 2],10T,",0.6574593612416005
"[460, 2],5T,",0.6560056554980329
"[320, 2],15T,",0.652943438737535
"[320, 2.5],5T,",0.6513576596289803
"[350, 2],25T,",0.6476423971149006
"[370, 2],25T,",0.6476423971149006
"[360, 2],25T,",0.6476423971149006
"[380, 2],25T,",0.6476423971149006
"[410, 2],25T,",0.6476423971149006
"[390, 2],25T,",0.6476423971149006
"[420, 2],25T,",0.6476423971149006
"[400, 2],25T,",0.6476423971149006
"[430, 2],25T,",0.6476423971149006
"[460, 2],20T,",0.6466441498067212
"[480, 2],20T,",0.6466441498067212
"[440, 2],20T,",0.6466441498067212
"[490, 2],20T,",0.6466441498067212
"[450, 2],20T,",0.6466441498067212
"[420, 2],20T,",0.6466441498067212
"[470, 2],20T,",0.6466441498067212
"[430, 2],20T,",0.6466441498067212
"[330, 2.5],5T,",0.6457758404426047
"[440, 2],25T,",0.6453135644342797
"[460, 2],10T,",0.6443139019070993
"[230, 2.5],20T,",0.6434784216525782
"[240, 2.5],20T,",0.6434784216525782
"[340, 2.5],5T,",0.6431178313062346
"[130, 2],10T,",0.6427029620129628
"[330, 2],5T,",0.6425905837759901
"[460, 1.5],30T,",0.6423126827789556
"[220, 2],5T,",0.6421217033430948
"[270, 2],5T,",0.6416101307093568
"[490, 1.5],30T,",0.6409556324467637
"[430, 2.5],10T,",0.640296362969115
"[440, 2.5],10T,",0.640296362969115
"[220, 2],20T,",0.6399517340170152
"[300, 2.5],15T,",0.6397269840268979
"[270, 1.5],25T,",0.6384349252263809
"[480, 2],25T,",0.637932956246465
"[460, 2],25T,",0.637932956246465
"[490, 2],25T,",0.637932956246465
"[450, 2],25T,",0.637932956246465
"[470, 2],25T,",0.637932956246465
"[230, 2],20T,",0.6349907894910778
"[470, 1.5],30T,",0.6346227308965362
"[480, 1.5],30T,",0.6336094666484996
"[350, 2.5],5T,",0.6315023313803
"[360, 2.5],5T,",0.6315023313803
"[390, 2.5],5T,",0.6306132659698135
"[270, 2.5],5T,",0.6303731883640117
"[270, 3],15T,",0.6268242772015334
"[280, 3],15T,",0.6268242772015334
"[110, 2],20T,",0.6266047653896322
"[280, 2],5T,",0.6263120898244061
"[280, 2],15T,",0.6262743734629721
"[130, 2.5],10T,",0.6258850707560747
"[430, 1.5],30T,",0.6258471387483637
"[420, 1.5],30T,",0.6256661987040715
"[410, 1.5],30T,",0.6256661987040715
"[80, 2],25T,",0.6241786666788863
"[400, 2.5],5T,",0.6238291970337975
"[440, 1.5],30T,",0.6232958841238433
"[70, 3.5],30T,",0.6220517784169612
"[470, 2],5T,",0.6218395150248852
"[220, 2],10T,",0.6212390375040715
"[200, 2.5],25T,",0.6209257284835943
"[450, 1.5],30T,",0.6209074755391862
"[120, 2],10T,",0.6202469857123781
"[40, 3],5T,",0.6200144785567318
"[140, 2],15T,",0.6197710267711981
"[160, 2],30T,",0.619472778124946
"[370, 2.5],5T,",0.6180770565446764
"[410, 2.5],5T,",0.6177048194374235
"[180, 1.5],5T,",0.6163625498009477
"[330, 3],10T,",0.6161393221205086
"[380, 2.5],5T,",0.6145379064037639
"[420, 3],5T,",0.6134023512435477
"[450, 3],5T,",0.6134023512435477
"[440, 3],5T,",0.6134023512435477
"[430, 3],5T,",0.6134023512435477
"[480, 2],5T,",0.6095257361265936
"[240, 1.5],30T,",0.6082416724387305
"[280, 2.5],15T,",0.6079932917814641
"[140, 2],25T,",0.6079540458965126
"[230, 3],10T,",0.6078270124277924
"[220, 3],10T,",0.6078270124277924
"[110, 2],10T,",0.6064766374977816
"[390, 1.5],30T,",0.6063960839869504
"[130, 2],15T,",0.6058412716444599
"[100, 3],25T,",0.6056059866400035
"[210, 2],25T,",0.6031387207368826
"[400, 1.5],30T,",0.6027591890966769
"[460, 3],5T,",0.6017478271704975
"[470, 3],5T,",0.6017478271704975
"[240, 2],10T,",0.5976007275121458
"[310, 3],5T,",0.5964587302606279
"[80, 3.5],30T,",0.5960673752361766
"[120, 1.5],5T,",0.593975843956024
"[360, 2],30T,",0.590105334755221
"[320, 2],30T,",0.590105334755221
"[340, 2],30T,",0.590105334755221
"[310, 2],30T,",0.590105334755221
"[370, 2],30T,",0.590105334755221
"[350, 2],30T,",0.590105334755221
"[300, 2],30T,",0.590105334755221
"[330, 2],30T,",0.590105334755221
"[480, 3],5T,",0.5889912112044569
"[420, 2],10T,",0.5880225489962841
"[380, 2],30T,",0.5879833974103086
"[270, 2],10T,",0.5876502693532141
"[240, 3],10T,",0.5869015447447197
"[250, 3],10T,",0.5869015447447197
"[230, 3],15T,",0.5866404236466725
"[110, 3],25T,",0.5862501011417278
"[60, 2],5T,",0.5861702032170091
"[90, 2],15T,",0.5833596273270544
"[200, 2.5],10T,",0.5824969460578746
"[480, 2],30T,",0.5812584882864316
"[420, 2],30T,",0.5812584882864316
"[440, 2],30T,",0.5812584882864316
"[490, 2],30T,",0.5812584882864316
"[400, 2],30T,",0.5812584882864316
"[390, 2],30T,",0.5812584882864316
"[470, 2],30T,",0.5812584882864316
"[450, 2],30T,",0.5812584882864316
"[410, 2],30T,",0.5812584882864316
"[430, 2],30T,",0.5812584882864316
"[460, 2],30T,",0.5812584882864316
"[110, 3],10T,",0.5795563017532553
"[120, 3],20T,",0.5758259144907927
"[130, 3],20T,",0.5758259144907927
"[80, 1.5],5T,",0.5752165818067475
"[50, 1.5],15T,",0.5736889048262436
"[200, 2],25T,",0.5733657807501271
"[40, 2],30T,",0.5721507528844583
"[330, 1.5],25T,",0.5708971026314369
"[320, 1.5],25T,",0.5708971026314369
"[290, 1.5],25T,",0.5708971026314369
"[310, 1.5],25T,",0.5708971026314369
"[300, 1.5],25T,",0.5708971026314369
"[240, 2],20T,",0.5705930615206983
"[380, 1.5],20T,",0.5700171471212856
"[390, 1.5],20T,",0.5700171471212856
"[360, 1.5],20T,",0.5700171471212856
"[370, 1.5],20T,",0.5700171471212856
"[340, 1.5],20T,",0.5700171471212856
"[350, 1.5],20T,",0.5700171471212856
"[400, 1.5],20T,",0.5700171471212856
"[70, 2],30T,",0.5677045237289345
"[340, 1.5],25T,",0.5672829057151537
"[170, 3],15T,",0.5669246324987818
"[160, 3],15T,",0.5669246324987818
"[410, 1.5],20T,",0.5666266247465553
"[90, 2.5],15T,",0.5662755260310363
"[90, 3],30T,",0.5653783636339816
"[210, 2.5],10T,",0.5646911600434398
"[190, 2.5],10T,",0.561383306477653
"[160, 3],30T,",0.561305003788753
"[430, 2],10T,",0.5607397752265403
"[250, 2],10T,",0.5603864732029878
"[100, 2],25T,",0.5585151513367225
"[440, 2],10T,",0.5579851778794997
"[150, 2.5],10T,",0.5571721092734869
"[20, 1.5],15T,",0.5569657483865824
"[170, 2.5],30T,",0.5567946553141597
"[170, 2.5],10T,",0.5553935137330546
"[410, 2.5],10T,",0.5544819323037945
"[420, 2.5],10T,",0.5517580761994391
"[80, 2],20T,",0.5506297485127138
"[90, 2],20T,",0.5501801923330609
"[120, 2],25T,",0.5472416475928459
"[140, 2],20T,",0.5469080412891227
"[100, 4],25T,",0.5458193876685613
"[110, 4],25T,",0.5458193876685613
"[60, 2.5],20T,",0.5435502654519604
"[70, 2],25T,",0.5431869936952766
"[360, 1.5],5T,",0.5429787174387751
"[100, 2.5],15T,",0.5423324762657907
"[110, 2],15T,",0.5423324762657907
"[150, 2],25T,",0.541375388732926
"[50, 2.5],25T,",0.5410115360350286
"[180, 2],30T,",0.540844743121622
"[180, 2],20T,",0.5405409366851217
"[320, 2],10T,",0.5400372944315982
"[330, 2],10T,",0.5400372944315982
"[340, 2],10T,",0.5398459827033212
"[490, 1.5],15T,",0.5394818077313228
"[480, 1.5],15T,",0.5394818077313228
"[440, 1.5],15T,",0.5394818077313228
"[430, 1.5],15T,",0.5394818077313228
"[460, 1.5],15T,",0.5394818077313228
"[470, 1.5],15T,",0.5394818077313228
"[450, 1.5],15T,",0.5394818077313228
"[160, 2],25T,",0.5391556117680809
"[80, 2],15T,",0.5387337950617359
"[140, 3],10T,",0.5378704435386884
"[120, 2],30T,",0.5372948894473595
"[190, 2],20T,",0.5347050653713659
"[350, 2],10T,",0.5338356059066393
"[370, 1.5],5T,",0.5335783589459829
"[90, 2],30T,",0.5331211785412056
"[180, 2.5],10T,",0.5325109593924655
"[120, 2],20T,",0.5324251100635512
"[40, 3.5],30T,",0.5321886910288988
"[230, 2],15T,",0.5321678389902441
"[240, 2],15T,",0.5297484486522593
"[380, 1.5],5T,",0.5284679843976663
"[90, 4],30T,",0.5275399662731874
"[280, 2.5],20T,",0.5272538175573583
"[250, 2.5],20T,",0.5272538175573583
"[260, 2.5],20T,",0.5272538175573583
"[290, 2.5],20T,",0.5272538175573583
"[270, 2.5],20T,",0.5272538175573583
"[190, 2],25T,",0.5265276138372398
"[450, 2.5],10T,",0.5246464999969056
"[460, 2.5],10T,",0.5246464999969056
"[480, 2.5],10T,",0.5246464999969056
"[490, 2.5],10T,",0.5246464999969056
"[470, 2.5],10T,",0.5246464999969056
"[340, 2.5],15T,",0.5241799618647485
"[330, 2.5],15T,",0.5241799618647485
"[370, 2.5],15T,",0.5241799618647485
"[350, 2.5],15T,",0.5241799618647485
"[360, 2.5],15T,",0.5241799618647485
"[310, 2.5],15T,",0.5241799618647485
"[320, 2.5],15T,",0.5241799618647485
"[70, 3],20T,",0.5235614079060302
"[20, 1.5],25T,",0.520554645534208
"[280, 1.5],30T,",0.5201781528817075
"[270, 1.5],30T,",0.5201781528817075
"[290, 1.5],30T,",0.5201781528817075
"[260, 1.5],30T,",0.5201781528817075
"[250, 1.5],30T,",0.5201781528817075
"[130, 1],5T,",0.5190121059745736
"[120, 2],15T,",0.5173114439349696
"[160, 2],15T,",0.5171653421934612
"[190, 2.5],25T,",0.5166292844897387
"[410, 2],10T,",0.5160432042423312
"[160, 3],25T,",0.5158807625649952
"[370, 1.5],25T,",0.513923855637937
"[410, 1.5],25T,",0.513923855637937
"[380, 1.5],25T,",0.513923855637937
"[390, 1.5],25T,",0.513923855637937
"[430, 1.5],25T,",0.513923855637937
"[400, 1.5],25T,",0.513923855637937
"[360, 1.5],25T,",0.513923855637937
"[420, 1.5],25T,",0.513923855637937
"[350, 1.5],25T,",0.513923855637937
"[380, 2.5],15T,",0.5133638797229095
"[470, 1.5],20T,",0.5131317161674751
"[420, 1.5],20T,",0.5131317161674751
"[450, 1.5],20T,",0.5131317161674751
"[460, 1.5],20T,",0.5131317161674751
"[480, 1.5],20T,",0.5131317161674751
"[440, 1.5],20T,",0.5131317161674751
"[490, 1.5],20T,",0.5131317161674751
"[430, 1.5],20T,",0.5131317161674751
"[440, 1.5],25T,",0.5126330710249788
"[240, 3],15T,",0.5125557177318429
"[90, 2.5],20T,",0.5116844484502048
"[190, 3],20T,",0.5110478548372838
"[30, 3],5T,",0.5104203396049536
"[160, 2.5],10T,",0.5088042387478755
"[230, 2.5],25T,",0.5087745754111994
"[240, 2.5],25T,",0.5087745754111994
"[220, 2.5],25T,",0.5087745754111994
"[210, 2.5],25T,",0.5087745754111994
"[300, 2],10T,",0.5060383591810672
"[190, 2],15T,",0.5038956955514539
"[300, 2.5],20T,",0.5037919199389242
"[40, 1.5],20T,",0.5017318692368982
"[50, 1.5],10T,",0.5016024578443881
"[170, 2],10T,",0.5013058585756226
"[130, 2],25T,",0.5001692871686335
"[310, 2],10T,",0.49911625989207825
"[250, 2.5],25T,",0.4982763725044141
"[210, 2],15T,",0.49622183856687907
"[30, 1.5],30T,",0.4957902207594449
"[270, 1.5],20T,",0.49472834281340494
"[140, 2.5],15T,",0.49439492736074253
"[60, 3],25T,",0.49242073868876857
"[30, 2.5],10T,",0.4888297101512225
"[250, 2],15T,",0.4869802433520163
"[170, 2],15T,",0.4865753153481174
"[60, 2],30T,",0.48491357493200093
"[130, 2.5],15T,",0.4845456531978784
"[70, 2],20T,",0.48292837171680175
"[50, 2.5],5T,",0.48236183198447324
"[20, 2],15T,",0.48155076493474264
"[110, 2.5],20T,",0.4803310725478626
"[150, 2.5],15T,",0.47984091564787434
"[40, 2.5],30T,",0.4794169310733919
"[320, 3],10T,",0.47903903234181167
"[310, 3.5],10T,",0.47903903234181167
"[230, 4],10T,",0.47903903234181167
"[300, 4],10T,",0.47903903234181167
"[300, 3.5],10T,",0.47903903234181167
"[240, 4],10T,",0.47903903234181167
"[290, 4],10T,",0.47903903234181167
"[220, 4],10T,",0.47903903234181167
"[150, 3],10T,",0.47802339772481817
"[70, 1.5],10T,",0.47725324746207987
"[470, 4],5T,",0.47712872647822024
"[450, 4],5T,",0.47712872647822024
"[440, 4],5T,",0.47712872647822024
"[460, 4],5T,",0.47712872647822024
"[430, 4],5T,",0.47712872647822024
"[420, 4],5T,",0.47712872647822024
"[480, 4],5T,",0.47712872647822024
"[490, 4],5T,",0.47712872647822024
"[130, 2],30T,",0.47675931509547925
"[180, 2.5],20T,",0.4746655014909146
"[140, 2],30T,",0.4727090102976646
"[70, 1.5],5T,",0.4726432296621722
"[150, 3],25T,",0.4725011839197803
"[140, 3.5],25T,",0.4725011839197803
"[180, 3],20T,",0.47250118391977997
"[160, 3.5],20T,",0.47250118391977997
"[170, 3.5],20T,",0.47250118391977997
"[170, 3],20T,",0.47250118391977997
"[130, 4],20T,",0.47250118391977997
"[120, 4],20T,",0.47250118391977997
"[490, 1.5],10T,",0.4724020686834845
"[90, 2],25T,",0.47179380030565116
"[100, 2],20T,",0.4711738088021609
"[200, 3.5],15T,",0.4697465325439299
"[210, 3.5],15T,",0.4697465325439299
"[160, 4],15T,",0.4697465325439299
"[220, 3],15T,",0.4697465325439299
"[430, 2.5],25T,",0.46958863688273295
"[400, 2.5],25T,",0.46958863688273295
"[290, 2.5],25T,",0.46958863688273295
"[440, 2.5],25T,",0.46958863688273295
"[310, 2.5],25T,",0.46958863688273295
"[320, 2.5],25T,",0.46958863688273295
"[330, 2.5],25T,",0.46958863688273295
"[300, 2.5],25T,",0.46958863688273295
"[340, 2.5],25T,",0.46958863688273295
"[350, 2.5],25T,",0.46958863688273295
"[360, 2.5],25T,",0.46958863688273295
"[490, 2.5],25T,",0.46958863688273295
"[370, 2.5],25T,",0.46958863688273295
"[380, 2.5],25T,",0.46958863688273295
"[420, 2.5],25T,",0.46958863688273295
"[390, 2.5],25T,",0.46958863688273295
"[450, 2.5],25T,",0.46958863688273295
"[410, 2.5],25T,",0.46958863688273295
"[480, 2.5],25T,",0.46958863688273295
"[470, 2.5],25T,",0.46958863688273295
"[460, 2.5],25T,",0.46958863688273295
"[120, 2.5],15T,",0.4694063579889181
"[330, 1.5],30T,",0.46826645417427015
"[350, 1.5],30T,",0.46826645417427015
"[360, 1.5],30T,",0.46826645417427015
"[370, 1.5],30T,",0.46826645417427015
"[340, 1.5],30T,",0.46826645417427015
"[320, 1.5],30T,",0.46826645417427015
"[310, 1.5],30T,",0.46826645417427015
"[300, 1.5],30T,",0.46826645417427015
"[350, 1.5],15T,",0.4682261613791562
"[340, 2.5],20T,",0.4672115419316881
"[470, 2.5],20T,",0.4672115419316881
"[460, 2.5],20T,",0.4672115419316881
"[420, 2.5],20T,",0.4672115419316881
"[320, 2.5],20T,",0.4672115419316881
"[330, 2.5],20T,",0.4672115419316881
"[310, 2.5],20T,",0.4672115419316881
"[480, 2.5],20T,",0.4672115419316881
"[490, 2.5],20T,",0.4672115419316881
"[350, 2.5],20T,",0.4672115419316881
"[450, 2.5],20T,",0.4672115419316881
"[390, 2.5],20T,",0.4672115419316881
"[440, 2.5],20T,",0.4672115419316881
"[360, 2.5],20T,",0.4672115419316881
"[370, 2.5],20T,",0.4672115419316881
"[410, 2.5],20T,",0.4672115419316881
"[380, 2.5],20T,",0.4672115419316881
"[430, 2.5],20T,",0.4672115419316881
"[400, 2.5],20T,",0.4672115419316881
"[380, 1.5],30T,",0.4670903438863709
"[280, 4],10T,",0.466140982908404
"[70, 2.5],20T,",0.46538506208056035
"[410, 2.5],15T,",0.46448772882688627
"[390, 2.5],15T,",0.46448772882688627
"[400, 2.5],15T,",0.46448772882688627
"[480, 2.5],15T,",0.46448772882688627
"[420, 2.5],15T,",0.46448772882688627
"[490, 2.5],15T,",0.46448772882688627
"[440, 2.5],15T,",0.46448772882688627
"[450, 2.5],15T,",0.46448772882688627
"[460, 2.5],15T,",0.46448772882688627
"[470, 2.5],15T,",0.46448772882688627
"[430, 2.5],15T,",0.46448772882688627
"[90, 2.5],25T,",0.4636220654030637
"[160, 2],20T,",0.4632085218572174
"[270, 2.5],15T,",0.4618155527780132
"[260, 2.5],15T,",0.4618155527780132
"[370, 2.5],10T,",0.4610588815733389
"[390, 2.5],10T,",0.4610588815733389
"[380, 2.5],10T,",0.4610588815733389
"[170, 2],20T,",0.46034346134084086
"[490, 1.5],5T,",0.45941202239411416
"[150, 2.5],25T,",0.45802937966800406
"[210, 2],20T,",0.4531244107069779
"[210, 2.5],20T,",0.4528068754413318
"[400, 2.5],10T,",0.4517858170262821
"[100, 2.5],20T,",0.45140680698974867
"[380, 2],10T,",0.45084388073310994
"[260, 2.5],25T,",0.4508366671952018
"[280, 2.5],25T,",0.4508366671952018
"[270, 2.5],25T,",0.4508366671952018
"[90, 1.5],10T,",0.45010820805324053
"[20, 3.5],5T,",0.44924694975533913
"[60, 2.5],25T,",0.4488871800303107
"[100, 2],15T,",0.4484474943815913
"[290, 2],15T,",0.4474980049111318
"[370, 2],10T,",0.4469657119095411
"[200, 1.5],30T,",0.44689826745044886
"[180, 2.5],30T,",0.4436383129170797
"[210, 2.5],30T,",0.4436383129170797
"[200, 2.5],30T,",0.4436383129170797
"[190, 2.5],30T,",0.4436383129170797
"[80, 1.5],10T,",0.44315749264975307
"[220, 3.5],15T,",0.44237680734746704
"[440, 1.5],5T,",0.44196239000878673
"[80, 2.5],25T,",0.44098397663507877
